symbol,basic_industry,macro,sector,industry
1018GS2026,,,,
20MICRONS,Industrial Minerals,Commodities,Metals & Mining,Minerals & Mining
21STCENMGM,Other Capital Market related Services,Financial Services,Financial Services,Capital Markets
360ONE,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
3IINFOLTD,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
3MINDIA,Diversified,Diversified,Diversified,Diversified
3PLAND,Investment Company,Financial Services,Financial Services,Finance
515GS2025,,,,
563GS2026,,,,
574GS2026,,,,
579GS2030,,,,
5PAISA,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
610GS2031,,,,
619GS2034,,,,
63MOONS,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
654GS2032,,,,
667GS2035,,,,
667GS2050,,,,
669GS2024,,,,
676GS2061,,,,
689GS2025,,,,
68GS2060,,,,
695GS2061,,,,
699GS2026,,,,
699GS2051,,,,
706GS2028,,,,
710GS2029,,,,
716GS2050,,,,
717GS2030,,,,
718GS2033,,,,
718GS2037,,,,
71GS2034,,,,
723GS2039,,,,
725GS2063,,,,
726GS2029,,,,
726GS2032,,,,
726GS2033,,,,
727GS2026,,,,
732GS2030,,,,
733GS2026,,,,
734GS2064,,,,
736GS2052,,,,
737GS2028,,,,
738GS2027,,,,
73GS2053,,,,
741GS2036,,,,
746GS2073,,,,
74GS2062,,,,
754GS2036,,,,
757GS2033,,,,
772GS2055,,,,
817GS2044,,,,
824GS2027,,,,
828GS2027,,,,
82GS2025,,,,
92GS2030,,,,
A2ZINFRA,Civil Construction,Industrials,Construction,Construction
AAATECH,IT Enabled Services,Information Technology,Information Technology,IT - Services
AAKASH,Offshore Support Solution Drilling,Energy,Oil Gas & Consumable Fuels,Oil
AAREYDRUGS,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
AARON,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
AARTECH,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
AARTIDRUGS,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
AARTIIND,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
AARTIPHARM,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
AARTISURF,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
AARVEEDEN,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
AARVI,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
AATMAJ,Hospital,Healthcare,Healthcare,Healthcare Services
AAVAS,Housing Finance Company,Financial Services,Financial Services,Finance
ABAN,Offshore Support Solution Drilling,Energy,Oil Gas & Consumable Fuels,Oil
ABB,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
ABBOTINDIA,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
ABCAPITAL,Investment Company,Financial Services,Financial Services,Finance
ABCOTS,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
ABFRL,Speciality Retail,Consumer Discretionary,Consumer Services,Retailing
ABINFRA,Civil Construction,Industrials,Construction,Construction
ABMINTLLTD,Trading & Distributors,Services,Services,Commercial Services & Supplies
ABSLAMC,Asset Management Company,Financial Services,Financial Services,Capital Markets
ABSLBANETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
ABSLLIQUID,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
ABSLNN50ET,,,,
ACC,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
ACCELYA,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
ACCENTMIC,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
ACCURACY,Logistics Solution Provider,Services,Services,Transport Services
ACE,Construction Vehicles,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles
ACEINTEG,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
ACI,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
ACL,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
ACLGATI,Logistics Solution Provider,Services,Services,Transport Services
ACSAL,Shipping,Services,Services,Transport Services
ADANIENSOL,Power Distribution,Utilities,Power,Power
ADANIENT,Trading - Minerals,Commodities,Metals & Mining,Metals & Minerals Trading
ADANIGREEN,Power Generation,Utilities,Power,Power
ADANIPORTS,Port & Port services,Services,Services,Transport Infrastructure
ADANIPOWER,Integrated Power Utilities,Utilities,Power,Power
ADFFOODS,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
ADL,Plywood Boards/ Laminates,Consumer Discretionary,Consumer Durables,Consumer Durables
ADORWELD,Other Industrial Products,Industrials,Capital Goods,Industrial Products
ADROITINFO,IT Enabled Services,Information Technology,Information Technology,IT - Services
ADROITPP,IT Enabled Services,Information Technology,Information Technology,IT - Services
ADSL,IT Enabled Services,Information Technology,Information Technology,IT - Services
ADVANIHOTR,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services
ADVENZYMES,Biotechnology,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
AEGISCHEM,Trading - Gas,Energy,Oil Gas & Consumable Fuels,Gas
AEROFLEX,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
AETHER,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
AFFLE,IT Enabled Services,Information Technology,Information Technology,IT - Services
AGARIND,Petrochemicals,Commodities,Chemicals,Chemicals & Petrochemicals
AGARWALFT,Glass - Industrial,Industrials,Capital Goods,Industrial Products
AGI,Packaging,Industrials,Capital Goods,Industrial Products
AGNI,Civil Construction,Industrials,Construction,Construction
AGRITECH,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
AGROPHOS,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals
AGSTRA,Financial Technology (Fintech),Financial Services,Financial Services,Financial Technology (Fintech)
AGUL,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
AHL,Holding Company,Financial Services,Financial Services,Finance
AHLADA,Furniture Home Furnishing,Consumer Discretionary,Consumer Durables,Consumer Durables
AHLEAST,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services
AHLUCONT,Civil Construction,Industrials,Construction,Construction
AIAENG,Castings & Forgings,Industrials,Capital Goods,Industrial Products
AIIL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
AILIMITED,Civil Construction,Industrials,Construction,Construction
AIRAN,IT Enabled Services,Information Technology,Information Technology,IT - Services
AIROLAM,Plywood Boards/ Laminates,Consumer Discretionary,Consumer Durables,Consumer Durables
AIRTELPP,Telecom - Cellular & Fixed line services,Telecommunication,Telecommunication,Telecom - Services
AJANTPHARM,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
AJMERA,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
AJOONI,Animal Feed,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
AKANKSHA,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
AKASH,Civil Construction,Industrials,Construction,Construction
AKG,Trading & Distributors,Services,Services,Commercial Services & Supplies
AKI,Leather And Leather Products,Consumer Discretionary,Consumer Durables,Consumer Durables
AKSHAR,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
AKSHARCHEM,Dyes And Pigments,Commodities,Chemicals,Chemicals & Petrochemicals
AKSHOPTFBR,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,Telecom - Equipment & Accessories
AKZOINDIA,Paints,Consumer Discretionary,Consumer Durables,Consumer Durables
ALANKIT,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
ALBERTDAVD,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
ALEMBICLTD,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
ALICON,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
ALKALI,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
ALKEM,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
ALKYLAMINE,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
ALLCARGO,Logistics Solution Provider,Services,Services,Transport Services
ALLETEC,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
ALLSEC,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Services,Services,Commercial Services & Supplies
ALMONDZ,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
ALOKINDS,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
ALPA,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
ALPEXSOLAR,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
ALPHA,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
ALPHAETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
ALPHAGEO,Offshore Support Solution Drilling,Energy,Oil Gas & Consumable Fuels,Oil
ALPL30IETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
ALPSINDUS,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
ALUWIND,Aluminium Copper & Zinc Products,Industrials,Capital Goods,Industrial Products
AMBER,Household Appliances,Consumer Discretionary,Consumer Durables,Consumer Durables
AMBICAAGAR,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products
AMBIKCO,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
AMBUJACEM,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
AMDIND,Packaging,Industrials,Capital Goods,Industrial Products
AMIORG,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
AMJLAND,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
AMNPLST,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
AMRUTANJAN,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
ANANDRATHI,Financial Products Distributor,Financial Services,Financial Services,Capital Markets
ANANTRAJ,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
ANDHRAPAP,Paper & Paper Products,Commodities,Forest Materials,Paper Forest & Jute Products
ANDHRSUGAR,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
ANGELONE,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
ANIKINDS,Trading & Distributors,Services,Services,Commercial Services & Supplies
ANKITMETAL,Iron & Steel,Commodities,Metals & Mining,Ferrous Metals
ANLON,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
ANMOL,Trading - Coal,Energy,Oil Gas & Consumable Fuels,Consumable Fuels
ANNAPURNA,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
ANSALAPI,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
ANTGRAPHIC,Packaging,Industrials,Capital Goods,Industrial Products
ANUP,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
ANURAS,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
APARINDS,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
APCL,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
APCOTEXIND,Rubber,Industrials,Capital Goods,Industrial Products
APEX,Seafood,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
APLAPOLLO,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
APLLTD,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
APOLLO,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense
APOLLOHOSP,Hospital,Healthcare,Healthcare,Healthcare Services
APOLLOPIPE,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products
APOLLOTYRE,Tyres & Rubber Products,Consumer Discretionary,Automobile and Auto Components,Auto Components
APOLSINHOT,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services
APS,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
APTECHT,Education,Consumer Discretionary,Consumer Services,Other Consumer Services
APTUS,Housing Finance Company,Financial Services,Financial Services,Finance
ARABIAN,Lubricants,Energy,Oil Gas & Consumable Fuels,Petroleum Products
ARCHIDPLY,Plywood Boards/ Laminates,Consumer Discretionary,Consumer Durables,Consumer Durables
ARCHIES,Leisure Products,Consumer Discretionary,Consumer Durables,Consumer Durables
ARE&M,,,,
ARENTERP,Trading - Minerals,Commodities,Metals & Mining,Metals & Minerals Trading
ARHAM,Consumer Electronics,Consumer Discretionary,Consumer Durables,Consumer Durables
ARIES,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals
ARIHANTACA,Education,Consumer Discretionary,Consumer Services,Other Consumer Services
ARIHANTCAP,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
ARIHANTSUP,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
ARISTO,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
ARMANFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
AROGRANITE,Granites & Marbles,Consumer Discretionary,Consumer Durables,Consumer Durables
ARROWGREEN,Packaging,Industrials,Capital Goods,Industrial Products
ARSHIYA,Logistics Solution Provider,Services,Services,Transport Services
ARSSINFRA,Civil Construction,Industrials,Construction,Construction
ARTEMISMED,Hospital,Healthcare,Healthcare,Healthcare Services
ARTNIRMAN,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
ARVEE,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
ARVIND,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
ARVINDFASN,Speciality Retail,Consumer Discretionary,Consumer Services,Retailing
ARVSMART,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
ASAHIINDIA,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
ASAHISONG,Dyes And Pigments,Commodities,Chemicals,Chemicals & Petrochemicals
ASAL,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
ASALCBR,Breweries & Distilleries,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages
ASHAPURMIN,Industrial Minerals,Commodities,Metals & Mining,Minerals & Mining
ASHIANA,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
ASHIMASYN,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
ASHOKA,Civil Construction,Industrials,Construction,Construction
ASHOKAMET,Trading - Metals,Commodities,Metals & Mining,Metals & Minerals Trading
ASHOKLEY,Commercial Vehicles,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles
ASIANENE,Oil Equipment & Services,Energy,Oil Gas & Consumable Fuels,Oil
ASIANHOTNR,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services
ASIANPAINT,Paints,Consumer Discretionary,Consumer Durables,Consumer Durables
ASIANTILES,Ceramics,Consumer Discretionary,Consumer Durables,Consumer Durables
ASKAUTOLTD,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
ASLIND,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
ASMS,IT Enabled Services,Information Technology,Information Technology,IT - Services
ASPINWALL,Logistics Solution Provider,Services,Services,Transport Services
ASPIRE,Household Appliances,Consumer Discretionary,Consumer Durables,Consumer Durables
ASTEC,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
ASTERDM,Hospital,Healthcare,Healthcare,Healthcare Services
ASTRAL,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products
ASTRAMICRO,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense
ASTRAZEN,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
ASTRON,Paper & Paper Products,Commodities,Forest Materials,Paper Forest & Jute Products
ATALREAL,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
ATAM,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
ATFL,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
ATGL,LPG/CNG/PNG/LNG Supplier,Energy,Oil Gas & Consumable Fuels,Gas
ATL,Port & Port services,Services,Services,Transport Infrastructure
ATLANTAA,Road Assets - Toll Annuity Hybrid-Annuity,Services,Services,Transport Infrastructure
ATMASTCO,Civil Construction,Industrials,Construction,Construction
ATUL,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
ATULAUTO,Commercial Vehicles,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles
AUBANK,Other Bank,Financial Services,Financial Services,Banks
AURDIS,Breweries & Distilleries,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages
AURIONPRO,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
AUROIMPEX,Electrodes & Refractories,Industrials,Capital Goods,Industrial Products
AUROPHARMA,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
AURUM,IT Enabled Services,Information Technology,Information Technology,IT - Services
AUSOMENT,Gems Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables
AUTOAXLES,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
AUTOBEES,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
AUTOIETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
AUTOIND,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
AVADHSUGAR,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
AVALON,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
AVANTIFEED,Animal Feed,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
AVG,Logistics Solution Provider,Services,Services,Transport Services
AVONMORE,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
AVPINFRA,Civil Construction,Industrials,Construction,Construction
AVROIND,Plastic Products - Consumer,Consumer Discretionary,Consumer Durables,Consumer Durables
AVTNPL,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
AWHCL,Waste Management,Utilities,Utilities,Other Utilities
AWL,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
AXISBANK,Private Sector Bank,Financial Services,Financial Services,Banks
AXISBNKETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
AXISBPSETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
AXISCADES,IT Enabled Services,Information Technology,Information Technology,IT - Services
AXISCETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
AXISGOLD,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
AXISHCETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
AXISILVER,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
AXISNIFTY,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
AXISTECETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
AXITA,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
AXSENSEX,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
AYMSYNTEX,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
AZAD,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
BABAFP,Other Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
BAFNAPH,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
BAGFILMS,TV Broadcasting & Software Production,Consumer Discretionary,Media Entertainment & Publication,Entertainment
BAHETI,Aluminium Copper & Zinc Products,Industrials,Capital Goods,Industrial Products
BAIDFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
BAJAJ-AUTO,2/3 Wheelers,Consumer Discretionary,Automobile and Auto Components,Automobiles
BAJAJCON,Personal Care,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products
BAJAJELEC,Household Appliances,Consumer Discretionary,Consumer Durables,Consumer Durables
BAJAJFINSV,Holding Company,Financial Services,Financial Services,Finance
BAJAJHCARE,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
BAJAJHIND,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
BAJAJHLDNG,Holding Company,Financial Services,Financial Services,Finance
BAJEL,Integrated Power Utilities,Utilities,Power,Power
BAJFINANCE,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
BALAJITELE,Media & Entertainment,Consumer Discretionary,Media Entertainment & Publication,Entertainment
BALAMINES,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
BALAXI,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
BALKRISHNA,Paper & Paper Products,Commodities,Forest Materials,Paper Forest & Jute Products
BALKRISIND,Tyres & Rubber Products,Consumer Discretionary,Automobile and Auto Components,Auto Components
BALMLAWRIE,Diversified,Diversified,Diversified,Diversified
BALPHARMA,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
BALRAMCHIN,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
BALUFORGE,,,,
BANARBEADS,Gems Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables
BANARISUG,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
BANCOINDIA,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
BANDHANBNK,Private Sector Bank,Financial Services,Financial Services,Banks
BANG,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
BANKA,Civil Construction,Industrials,Construction,Construction
BANKBARODA,Public Sector Bank,Financial Services,Financial Services,Banks
BANKBEES,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
BANKBETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
BANKETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
BANKETFADD,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
BANKIETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
BANKINDIA,Public Sector Bank,Financial Services,Financial Services,Banks
BANKNIFTY1,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
BANSWRAS,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
BARBEQUE,Restaurants,Consumer Discretionary,Consumer Services,Leisure Services
BASF,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
BASILIC,Media & Entertainment,Consumer Discretionary,Media Entertainment & Publication,Entertainment
BASML,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
BATAINDIA,Footwear,Consumer Discretionary,Consumer Durables,Consumer Durables
BAWEJA,Film Production Distribution & Exhibition,Consumer Discretionary,Media Entertainment & Publication,Entertainment
BAYERCROP,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
BBETF0432,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
BBL,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
BBNPPGOLD,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
BBOX,IT Enabled Services,Information Technology,Information Technology,IT - Services
BBTC,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
BBTCL,Packaging,Industrials,Capital Goods,Industrial Products
BCG,IT Enabled Services,Information Technology,Information Technology,IT - Services
BCLIND,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
BCONCEPTS,Speciality Retail,Consumer Discretionary,Consumer Services,Retailing
BDL,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense
BEARDSELL,Other Industrial Products,Industrials,Capital Goods,Industrial Products
BECTORFOOD,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
BEDMUTHA,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
BEL,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense
BEML,Construction Vehicles,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles
BEPL,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
BERGEPAINT,Paints,Consumer Discretionary,Consumer Durables,Consumer Durables
BESTAGRO,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
BETA,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
BEWLTD,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
BFINVEST,Holding Company,Financial Services,Financial Services,Finance
BFSI,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
BFUTILITIE,Road Assets - Toll Annuity Hybrid-Annuity,Services,Services,Transport Infrastructure
BGLOBAL,IT Enabled Services,Information Technology,Information Technology,IT - Services
BGRENERGY,Civil Construction,Industrials,Construction,Construction
BHAGCHEM,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
BHAGERIA,Dyes And Pigments,Commodities,Chemicals,Chemicals & Petrochemicals
BHAGYANGR,Copper,Commodities,Metals & Mining,Non - Ferrous Metals
BHANDARI,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
BHARATFORG,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
BHARATGEAR,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
BHARATRAS,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
BHARATWIRE,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
BHARTIARTL,Telecom - Cellular & Fixed line services,Telecommunication,Telecommunication,Telecom - Services
BHARTIHEXA,Telecom - Cellular & Fixed line services,Telecommunication,Telecommunication,Telecom - Services
BHEL,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
BHINVIT,Civil Construction,Industrials,Construction,Construction
BIGBLOC,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
BIKAJI,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
BIL,Leather And Leather Products,Consumer Discretionary,Consumer Durables,Consumer Durables
BINANIIND,Holding Company,Financial Services,Financial Services,Finance
BIOCON,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
BIOFILCHEM,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
BIRDYS,Restaurants,Consumer Discretionary,Consumer Services,Leisure Services
BIRET,Real Estate Investment Trusts (REITs),Consumer Discretionary,Realty,Realty
BIRLACABLE,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,Telecom - Equipment & Accessories
BIRLACORPN,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
BIRLAMONEY,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
BKMINDST,Packaging,Industrials,Capital Goods,Industrial Products
BLAL,Investment Company,Financial Services,Financial Services,Finance
BLBLIMITED,Investment Company,Financial Services,Financial Services,Finance
BLISSGVS,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
BLKASHYAP,Civil Construction,Industrials,Construction,Construction
BLS,Tour Travel Related Services,Consumer Discretionary,Consumer Services,Leisure Services
BLSE,IT Enabled Services,Information Technology,Information Technology,IT - Services
BLUECHIP,Investment Company,Financial Services,Financial Services,Finance
BLUEDART,Logistics Solution Provider,Services,Services,Transport Services
BLUEJET,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
BLUEPEBBLE,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
BLUESTARCO,Household Appliances,Consumer Discretionary,Consumer Durables,Consumer Durables
